"Part Suitability","Product (WPN)","Datasheet","OPN","Price","Description","Vi(on) Min (V)","Vi(off) Max (V)","R1 (kΩ)","R2 (kΩ)","IC Continuous (A)","Configuration","Polarity","Package Type","V(BR)CEO Min (V)","hFE Min","R1/R2 Typ","Qualification","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"73","DTA143TE","https://www.onsemi.com/download/data-sheet/pdf/DTA143T-D.PDF","DTA143TET1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","PNP","SC-75-3","50","160","","Standard","false","false","true","true","Active"
"73","MUN2216","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","MUN2216T1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SC-59-3","50","160","","Standard","false","false","true","true","Active"
"73","DTA143TM3","https://www.onsemi.com/download/data-sheet/pdf/DTA143T-D.PDF","DTA143TM3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","PNP","SOT-723-3","50","160","","Standard","false","false","true","true","Active"
"73","DTC143TM3","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","DTC143TM3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SOT-723-3","50","160","","Standard","false","false","true","true","Active"
"73","NSBA143TDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA143TD-D.PDF","NSBA143TDXV6T1G","0.05","Dual PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Dual","PNP","SOT-563","50","160","","Standard","false","false","true","true","Active"
"73","MUN5216","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","MUN5216T1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","160","","Standard","false","false","true","true","Active"
"73","NSBC143TDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC143TD-D.PDF","NSBC143TDXV6T1G","0.05","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Dual","NPN","SOT-563","50","160","","Standard","false","false","true","true","Active"
"73","NSBC143TPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC143TP-D.PDF","NSBC143TPDXV6T1G","0.05","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Complementary","NPN+PNP","SOT-563","50","160","","Standard","false","false","true","true","Active"
"73","MUN5316DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143TP-D.PDF","MUN5316DW1T1G","0.04","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Standard","false","false","true","true","Active"
"72","DTC123TE","https://www.onsemi.com/download/data-sheet/pdf/DTC123T-D.PDF","DTC123TET1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","","0.1","Single","NPN","SC-75-3","50","160","","Standard","false","false","true","true","Active"
"72","MUN5238","https://www.onsemi.com/download/data-sheet/pdf/DTC123T-D.PDF","MUN5238T1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","160","","Standard","false","false","true","true","Active"
"72","NSBC123TDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC123TD-D.PDF","NSBC123TDP6T5G","0.05","Dual NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","","0.1","Dual","NPN","SOT-963","50","160","","Standard","false","false","true","true","Active"
"72","MMUN2238L","https://www.onsemi.com/download/data-sheet/pdf/DTC123T-D.PDF","MMUN2238LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","","0.1","Single","NPN","SOT-23-3","50","160","","Standard","false","false","true","true","Active"
"71","MUN5116","https://www.onsemi.com/download/data-sheet/pdf/DTA143T-D.PDF","NSVMUN5116T1G","'-","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","160","","Automotive","true","true","true","true","Active"
"71","MUN531335DW","https://www.onsemi.com/download/data-sheet/pdf/MUN531335DW1-D.PDF","NSVMUN531335DW1T3G","0.09","Complementary Bias Resistor Transistors, 50 V","1.9","","2.2","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Automotive","true","true","true","true","Active"
"71","MUN531335DW","https://www.onsemi.com/download/data-sheet/pdf/MUN531335DW1-D.PDF","NSVMUN531335DW1T1G","0.09","Complementary Bias Resistor Transistors, 50 V","1.9","","2.2","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Automotive","true","true","true","true","Active"
"61","MUN5338DW","https://www.onsemi.com/download/data-sheet/pdf/MUN5338-D.PDF","NSVMUN5338DW1T3G","0.09","4.7kΩ, 10kΩ Complementary BRT - AEC-Q101.revD Qualified","","","4.7","10","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","20","0.47","Automotive","true","true","true","true","Active"
"58","EMC2DXV5","https://www.onsemi.com/download/data-sheet/pdf/EMC2DXV5T1-D.PDF","NSVEMC2DXV5T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","","","22","22","0.1","Complementary","NPN+PNP","SOT-553","50","60","1","Automotive","true","true","true","true","Active"
"58","UMC3","https://www.onsemi.com/download/data-sheet/pdf/UMC2NT1-D.PDF","NSVUMC3NT1G","0.09","Complementary Bipolar Digital Transistor (BRT)","","","10","10","0.1","Complementary","NPN+PNP","SC-88A / SC-70-5","50","35","1","Automotive","true","true","true","true","Active"
"58","UMC2","https://www.onsemi.com/download/data-sheet/pdf/UMC2NT1-D.PDF","NSVUMC2NT1G","0.09","Complementary Bipolar Digital Transistor (BRT)","","","22","22","0.1","Complementary","NPN+PNP","SC-88A / SC-70-5","50","60","1","Automotive","true","true","true","true","Active"
"56","MUN5338DW","https://www.onsemi.com/download/data-sheet/pdf/MUN5338-D.PDF","MUN5338DW1T3G","0.02","4.7kΩ, 10kΩ Complementary BRT - Consumer/Industrial Qualified","","","4.7","10","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","20","0.47","Standard","false","false","true","true","Active"
"56","UMC5","https://www.onsemi.com/download/data-sheet/pdf/UMC2NT1-D.PDF","NSVUMC5NT1G","0.09","Complementary Bipolar Digital Transistor (BRT)","","","4.7","10","0.1","Complementary","NPN+PNP","SC-88A / SC-70-5","50","20","0.47","Automotive","true","true","true","true","Active"
"55","UMC5","https://www.onsemi.com/download/data-sheet/pdf/UMC2NT1-D.PDF","NSVUMC5NT2G","0.09","Complementary Bipolar Digital Transistor (BRT)","","","4.7","10","0.1","Complementary","NPN+PNP","SC-88A / SC-70-5","50","20","0.47","Automotive","true","true","true","true","Active"
"53","UMC3","https://www.onsemi.com/download/data-sheet/pdf/UMC2NT1-D.PDF","UMC3NT1G","0.03","Complementary Bipolar Digital Transistor (BRT)","","","10","10","0.1","Complementary","NPN+PNP","SC-88A / SC-70-5","50","35","1","Standard","false","false","true","true","Active"
"53","NSB4904DW1","https://www.onsemi.com/download/data-sheet/pdf/NSB4904DW1T1G-D.PDF","NSB4904DW1T1G","0.04","Complementary Bipolar Digital Transistor (BRT)","","","47","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","1","Standard","false","false","true","true","Active"
"53","NSTB1002DXV5","https://www.onsemi.com/download/data-sheet/pdf/NSTB1002DXV5-D.PDF","NSTB1002DXV5T1G","0.07","Complementary Bipolar Digital Transistor (BRT)","","","47","47","0.1","Dual NPN BRT & PNP TXR","NPN+PNP","SOT-553","40","100","1","Standard","false","false","true","true","Active"
"53","EMC2DXV5","https://www.onsemi.com/download/data-sheet/pdf/EMC2DXV5T1-D.PDF","EMC2DXV5T1G","0.07","Complementary Bipolar Digital Transistor (BRT)","","","22","22","0.1","Complementary","NPN+PNP","SOT-553","50","60","1","Standard","false","false","true","true","Active"
"53","EMC3DXV5","https://www.onsemi.com/download/data-sheet/pdf/EMC2DXV5T1-D.PDF","EMC3DXV5T1G","0.07","Complementary Bipolar Digital Transistor (BRT)","","","10","10","0.1","Complementary","NPN+PNP","SOT-553","50","35","1","Standard","false","false","true","true","Active"
"53","NSTB1005DXV5","https://www.onsemi.com/download/data-sheet/pdf/NSTB1005DXV5-D.PDF","NSTB1005DXV5T1G","0.07","Complementary Bipolar Digital Transistor (BRT)","","","47","47","0.1","Complementary","NPN+PNP","SOT-553","50","80","1","Standard","false","false","true","true","Active"
"53","NSTB60","https://www.onsemi.com/download/data-sheet/pdf/NSTB60BDW1T1-D.PDF","NSVTB60BDW1T1G","0.08","PNP General Purpose and NPN Bias Resistor Transistor Combination","","","22","47","0.15","Dual NPN BRT & PNP TXR","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","120","0.468","Automotive","true","true","true","true","Active"
"51","UMC5","https://www.onsemi.com/download/data-sheet/pdf/UMC2NT1-D.PDF","UMC5NT1G","0.03","Complementary Bipolar Digital Transistor (BRT)","","","4.7","10","0.1","Complementary","NPN+PNP","SC-88A / SC-70-5","50","20","0.47","Standard","false","false","true","true","Active"
"51","UMC5","https://www.onsemi.com/download/data-sheet/pdf/UMC2NT1-D.PDF","UMC5NT2G","0.03","Complementary Bipolar Digital Transistor (BRT)","","","4.7","10","0.1","Complementary","NPN+PNP","SC-88A / SC-70-5","50","20","0.47","Standard","false","false","true","true","Active"
"51","EMC5DXV5","https://www.onsemi.com/download/data-sheet/pdf/EMC2DXV5T1-D.PDF","EMC5DXV5T1G","0.08","Complementary Bipolar Digital Transistor (BRT)","","","4.7","10","0.1","Complementary","NPN+PNP","SOT-553","50","20","0.47","Standard","false","false","true","true","Active"
"50","EMC4DXV5","https://www.onsemi.com/download/data-sheet/pdf/EMC2DXV5T1-D.PDF","EMC4DXV5T1G","0.05","Complementary Bipolar Digital Transistor (BRT)","","","10","47","0.1","Complementary","NPN+PNP","SOT-553","50","80","0.21","Standard","false","false","true","true","Active"
"50","EMD4DXV6","https://www.onsemi.com/download/data-sheet/pdf/EMD4DXV6-D.PDF","EMD4DXV6T1G","0.06","Complementary Bipolar Digital Transistor (BRT)","","","10","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","0.21","Standard","false","false","true","true","Active"
"48","NSTB60","https://www.onsemi.com/download/data-sheet/pdf/NSTB60BDW1T1-D.PDF","NSTB60BDW1T1G","0.03","PNP General Purpose and NPN Bias Resistor Transistor Combination","","","22","47","0.15","Dual NPN BRT & PNP TXR","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","120","0.468","Standard","false","false","true","true","Active"
"46","IMD10A","https://www.onsemi.com/download/data-sheet/pdf/IMD10AMT1G-D.PDF","NSVIMD10AMT1G","0.08","Dual Die part consisting of a 100mA NBRT and 500mA PBRT","","","0.1","10","0.5","Complementary","NPN+PNP","SC-74R-6","50","68","0.01","Automotive","true","true","true","true","Active"
"40","NSB9435","https://www.onsemi.com/download/data-sheet/pdf/NSB9435T1-D.PDF","NSV9435T1G","0.23","PNP Bipolar Digital Transistor (BRT)","","","","10","3","Single","PNP","SOT-223-4 / TO-261-4D","30","125","","Automotive","true","true","true","true","Active"
"40","IMD10A","https://www.onsemi.com/download/data-sheet/pdf/IMD10AMT1G-D.PDF","IMD10AMT1G","0.08","Dual Die part consisting of a 100mA NBRT and 500mA PBRT","","","0.1","10","0.5","Complementary","NPN+PNP","SC-74R-6","50","68","0.01","Standard","false","false","true","true","Active"
"36","IMH20TR1","https://www.onsemi.com/download/data-sheet/pdf/IMH20TR1G.PDF","IMH20TR1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","","","2.2","","0.6","Dual","NPN","SC-74R-6","15","100","","Standard","false","false","true","true","Active"
"36","NSB9435","https://www.onsemi.com/download/data-sheet/pdf/NSB9435T1-D.PDF","NSB9435T1G","0.19","PNP Bipolar Digital Transistor (BRT)","","","","10","3","Single","PNP","SOT-223-4 / TO-261-4D","30","125","","Standard","false","false","true","true","Active"
